id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_per_bedroom,bath_per_bedroom,rooms_total,sqft_per_room,bathroom_ratio
1775801340,20140606T000000,415000,3,1.75,1910,12596,1.0,0,0,3,7,1340,570,1977,0,98072,47.7399,-122.099,1550,13310,477.5,0.4375,4.75,332.17391304347825,0.30434782608695654
1683600240,20150320T000000,234975,3,1.75,1650,8073,1.0,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,412.5,0.4375,4.75,286.95652173913044,0.30434782608695654
1180002378,20140926T000000,299000,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,390.0,0.5,6.5,260.0,0.3333333333333333
7955050170,20150410T000000,455000,3,2.25,1790,7500,1.0,0,0,3,7,1390,400,1973,0,98034,47.7321,-122.198,1940,7192,447.5,0.5625,5.25,286.4,0.36
7518507580,20150502T000000,581000,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,390.0,0.3333333333333333,3.0,292.5,0.25
1441600020,20140527T000000,960000,5,4.0,3720,15200,2.0,0,0,3,10,3720,0,2005,0,98075,47.5956,-122.026,4100,19036,620.0,0.6666666666666666,9.0,372.0,0.4
5101408599,20140611T000000,465000,4,1.75,1470,5350,1.0,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138,294.0,0.35,5.75,217.77777777777777,0.25925925925925924
1370803940,20141007T000000,485000,3,1.0,1130,5758,1.0,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000,282.5,0.25,4.0,226.0,0.2
3342700371,20140609T000000,539950,3,2.25,2190,7149,1.0,0,1,4,8,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,547.5,0.5625,5.25,350.4,0.36
3668000070,20150105T000000,212000,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,265.0,0.4375,4.75,184.34782608695653,0.30434782608695654
8562720390,20140825T000000,1050000,4,4.0,4320,8709,2.0,0,0,3,11,3190,1130,2006,0,98027,47.5369,-122.07,4010,8321,864.0,0.8,8.0,480.0,0.4444444444444444
9835801000,20140625T000000,245700,3,2.25,1640,8400,1.0,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120,410.0,0.5625,5.25,262.4,0.36
8856890020,20150224T000000,265000,3,1.75,1680,9769,1.0,0,0,3,8,1340,340,1989,0,98058,47.4631,-122.126,1730,9686,420.0,0.4375,4.75,292.17391304347825,0.30434782608695654
9324800025,20141125T000000,325500,3,1.5,1540,8110,1.0,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110,385.0,0.375,4.5,280.0,0.2727272727272727
9257900010,20150422T000000,499900,4,2.25,2360,7650,1.0,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,472.0,0.45,6.25,325.51724137931035,0.3103448275862069
9136103026,20150305T000000,539000,3,1.75,1380,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750,345.0,0.4375,4.75,240.0,0.30434782608695654
4213910030,20150401T000000,550000,4,2.5,1670,5116,2.0,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,334.0,0.5,6.5,222.66666666666666,0.3333333333333333
2923500010,20150114T000000,757500,5,2.25,3160,8065,2.0,0,0,3,8,3160,0,1977,0,98027,47.5678,-122.089,2540,7917,526.6666666666666,0.375,7.25,383.030303030303,0.2727272727272727
461002025,20150501T000000,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,433.3333333333333,0.6666666666666666,4.0,260.0,0.4
9277700075,20140818T000000,355000,2,1.0,840,6720,1.0,0,0,3,7,840,0,1952,0,98116,47.5707,-122.396,1250,6720,280.0,0.3333333333333333,3.0,210.0,0.25
7853361120,20140729T000000,530000,3,2.5,1970,6295,2.0,0,0,3,7,1970,0,2011,0,98065,47.5158,-121.874,2710,6009,492.5,0.625,5.5,303.0769230769231,0.38461538461538464
1788700070,20140627T000000,170000,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,270.0,0.3333333333333333,3.0,202.5,0.25
5411600020,20150304T000000,702000,4,2.5,2810,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,562.0,0.5,6.5,374.6666666666667,0.3333333333333333
1561900180,20150311T000000,395000,3,2.5,2300,8938,2.0,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694,575.0,0.625,5.5,353.84615384615387,0.38461538461538464
3300701440,20140729T000000,409000,2,1.75,1480,4000,1.0,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000,493.3333333333333,0.5833333333333334,3.75,311.57894736842104,0.3684210526315789
7853230590,20141029T000000,435000,4,2.5,2190,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,438.0,0.5,6.5,292.0,0.3333333333333333
3601800580,20141021T000000,250000,4,2.0,2600,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,520.0,0.4,6.0,371.42857142857144,0.2857142857142857
1438000390,20140804T000000,469995,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180,470.0,0.5,6.5,313.3333333333333,0.3333333333333333
8700100010,20140710T000000,315000,3,2.5,2340,6837,2.0,0,0,3,7,2340,0,1992,0,98030,47.3608,-122.194,1850,6209,585.0,0.625,5.5,360.0,0.38461538461538464
7231501610,20141023T000000,327000,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,324.0,0.2,5.0,270.0,0.16666666666666666
3396200090,20140520T000000,639000,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,430.0,0.5,6.5,286.6666666666667,0.3333333333333333
1245500099,20150506T000000,702000,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,547.5,0.625,5.5,336.9230769230769,0.38461538461538464
9831200520,20141006T000000,1443920,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,744.0,0.6,7.0,465.0,0.375
923000280,20140722T000000,699000,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,645.0,0.625,5.5,396.9230769230769,0.38461538461538464
739800250,20150222T000000,269000,3,2.25,1420,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,355.0,0.5625,5.25,227.2,0.36
293760050,20140627T000000,1050000,4,4.25,4390,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,878.0,0.85,8.25,474.5945945945946,0.4594594594594595
1088020070,20141216T000000,645000,4,2.25,2070,8720,1.0,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,414.0,0.45,6.25,285.51724137931035,0.3103448275862069
7853340960,20150227T000000,425590,3,2.75,1940,3088,2.0,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335,485.0,0.6875,5.75,287.4074074074074,0.4074074074074074
3819800580,20141204T000000,400000,4,2.0,2070,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,414.0,0.4,6.0,295.7142857142857,0.2857142857142857
3211200460,20140806T000000,389000,4,1.0,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,304.0,0.2,5.0,253.33333333333334,0.16666666666666666
263000291,20140904T000000,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,385.0,0.4375,4.75,267.82608695652175,0.30434782608695654
3345100251,20150217T000000,429900,4,1.5,1820,17918,1.0,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241,364.0,0.3,5.5,280.0,0.23076923076923078
2655500241,20140814T000000,1699000,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,1040.0,0.8125,6.25,573.7931034482758,0.4482758620689655
7454001280,20140611T000000,220000,3,1.0,1050,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,262.5,0.25,4.0,210.0,0.2
984200690,20140618T000000,299000,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,370.0,0.4166666666666667,7.5,261.1764705882353,0.29411764705882354
5332200515,20150209T000000,1050000,3,1.75,2650,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,662.5,0.4375,4.75,460.8695652173913,0.30434782608695654
7973202225,20150106T000000,154200,4,1.0,1310,8640,1.0,0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,262.0,0.2,5.0,218.33333333333334,0.16666666666666666
4340610080,20140804T000000,269500,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,266.6666666666667,0.3333333333333333,3.0,200.0,0.25
269000221,20140826T000000,779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,580.0,0.4375,4.75,403.4782608695652,0.30434782608695654
2420069251,20150225T000000,262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,260.0,0.375,1.75,189.0909090909091,0.2727272727272727
2225039130,20140625T000000,957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,526.6666666666666,0.5416666666666666,8.25,341.6216216216216,0.35135135135135137
3904100065,20141028T000000,340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,426.6666666666667,0.3333333333333333,3.0,320.0,0.25
7625702263,20140612T000000,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,310.0,0.875,6.5,165.33333333333334,0.4666666666666667
4140090240,20141105T000000,520000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,647.5,0.5625,5.25,414.4,0.36
4037400295,20140730T000000,618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,506.0,0.45,6.25,348.9655172413793,0.3103448275862069
5016001285,20140609T000000,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,410.0,0.65,7.25,248.4848484848485,0.3939393939393939
1972201772,20150409T000000,650000,2,2.5,1470,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,490.0,0.8333333333333334,4.5,267.27272727272725,0.45454545454545453
1310700210,20140603T000000,268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,492.5,0.4375,4.75,342.60869565217394,0.30434782608695654
2622059138,20150416T000000,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,435.0,0.375,4.5,316.3636363636364,0.2727272727272727
8651443420,20141017T000000,280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,342.0,0.4,6.0,244.28571428571428,0.2857142857142857
7287100035,20140731T000000,380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,502.5,0.5,5.0,335.0,0.3333333333333333
2459500310,20150218T000000,358000,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,402.5,0.5625,5.25,257.6,0.36
4232900310,20141029T000000,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,558.3333333333334,0.7083333333333334,9.25,326.8292682926829,0.4146341463414634
8945000260,20140722T000000,209950,4,1.0,1630,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,326.0,0.2,5.0,271.6666666666667,0.16666666666666666
1545806510,20140820T000000,260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,335.0,0.4375,4.75,233.04347826086956,0.30434782608695654
6649900301,20141231T000000,579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,575.0,0.625,5.5,353.84615384615387,0.38461538461538464
5315100805,20141218T000000,650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,485.0,0.4375,4.75,337.39130434782606,0.30434782608695654
7708200880,20140923T000000,562500,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,486.6666666666667,0.4583333333333333,7.75,333.7142857142857,0.3142857142857143
7925100271,20140520T000000,430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,300.0,0.4375,4.75,208.69565217391303,0.30434782608695654
6163901061,20141211T000000,329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,238.0,0.4,6.0,170.0,0.2857142857142857
3404700041,20140929T000000,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,540.0,0.5625,5.25,345.6,0.36
161000120,20141118T000000,650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,570.0,0.4,6.0,407.14285714285717,0.2857142857142857
7649400170,20141205T000000,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,517.5,0.5625,5.25,331.2,0.36
1529300115,20140602T000000,455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,390.0,0.3333333333333333,3.0,292.5,0.25
6918720100,20150130T000000,665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,354.2857142857143,0.42857142857142855,9.0,248.0,0.3
5244800915,20141016T000000,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,276.6666666666667,0.4166666666666667,7.5,195.2941176470588,0.29411764705882354
1560800150,20150405T000000,450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,380.0,0.5,6.5,253.33333333333334,0.3333333333333333
5191100180,20141106T000000,1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,406.6666666666667,0.3333333333333333,7.0,305.0,0.25
2923039017,20140717T000000,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,403.3333333333333,0.5833333333333334,3.75,254.73684210526315,0.3684210526315789
6204200470,20150318T000000,515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,440.0,0.45,6.25,303.44827586206895,0.3103448275862069
3832150190,20140520T000000,263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,392.5,0.4375,4.75,273.04347826086956,0.30434782608695654
4385700185,20140812T000000,799950,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,465.0,0.5625,5.25,297.6,0.36
9407150100,20140625T000000,285000,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,365.0,0.5,5.0,243.33333333333334,0.3333333333333333
2044500213,20150126T000000,449000,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,374.0,0.4,6.0,267.14285714285717,0.2857142857142857
1623049133,20140729T000000,205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,440.0,0.4,6.0,314.2857142857143,0.2857142857142857
3625059166,20150107T000000,553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,327.5,0.25,4.0,262.0,0.2
4389200796,20140522T000000,1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,790.0,0.625,5.5,486.15384615384613,0.38461538461538464
7955050250,20141125T000000,442500,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,368.0,0.45,6.25,253.79310344827587,0.3103448275862069
9412400185,20140619T000000,1309500,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,950.0,0.9,8.5,500.0,0.47368421052631576
1926069054,20140508T000000,450000,3,2.0,1510,43560,1.0,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756,377.5,0.5,5.0,251.66666666666666,0.3333333333333333
2425700005,20150428T000000,760000,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,352.5,0.4375,4.75,245.2173913043478,0.30434782608695654
7215730430,20140903T000000,705000,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,630.0,0.6,7.0,393.75,0.375
2287000030,20141014T000000,811000,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,467.5,0.4375,4.75,325.2173913043478,0.30434782608695654
3862710200,20140925T000000,414000,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,447.5,0.625,5.5,275.38461538461536,0.38461538461538464
476000118,20141212T000000,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,453.3333333333333,0.75,4.25,259.04761904761904,0.42857142857142855
2726049034,20141110T000000,2000000,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,652.5,0.8125,6.25,360.0,0.4482758620689655
3221079055,20150325T000000,367000,3,2.5,2260,93218,1.0,0,2,4,6,2260,0,1998,0,98022,47.2582,-121.935,2180,111078,565.0,0.625,5.5,347.6923076923077,0.38461538461538464
3127200041,20140613T000000,589000,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,488.0,0.6,7.0,305.0,0.375
937000280,20150220T000000,199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,256.0,0.2,5.0,213.33333333333334,0.16666666666666666
4083802425,20141010T000000,608000,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,560.0,0.375,4.5,407.27272727272725,0.2727272727272727
7199340480,20141029T000000,495000,3,2.25,1780,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,445.0,0.5625,5.25,284.8,0.36
1953400045,20150423T000000,385000,4,3.0,2253,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,450.6,0.6,7.0,281.625,0.375
7697000150,20141002T000000,284000,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,415.0,0.625,5.5,255.3846153846154,0.38461538461538464
7338200240,20140516T000000,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,580.0,0.625,5.5,356.9230769230769,0.38461538461538464
6021503451,20140822T000000,443600,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,357.5,0.625,5.5,220.0,0.38461538461538464
3630200460,20150327T000000,790000,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,615.0,0.6875,5.75,364.44444444444446,0.4074074074074074
687600110,20141020T000000,778000,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,565.0,0.5625,5.25,361.6,0.36
